user_id,anonymized_id,trade,skill_level,age,location_type,primary_language,secondary_languages,registration_date,active_days,total_courses_completed,avg_session_duration_minutes,preferred_learning_time,device_type,network_quality,privacy_consent,data_sharing_consent
USER_00171,ce331757072f90db,artisan,intermediate,40,rural,ta,[np.str_('en')],2025-03-21T18:57:17.114831,61,10,31,night,ios,moderate,True,False
USER_00172,b97eb57e0abba3d3,mobile_repair,intermediate,55,semi-urban,en,[],2025-07-06T18:57:17.115030,97,28,26,morning,android,poor,True,False
USER_00173,eebc2aa7052f6ab2,homestay_owner,advanced,44,rural,bn,[np.str_('bn')],2025-09-06T18:57:17.115239,82,44,57,morning,android,good,True,False
USER_00174,0b7360d4bf9e4d7f,mason,expert,61,rural,bn,[np.str_('bn')],2025-08-26T18:57:17.115448,15,20,24,afternoon,ios,moderate,True,False
USER_00175,b31e052ec49ab35d,plumber,beginner,24,semi-urban,ta,[],2025-04-26T18:57:17.115637,23,17,9,afternoon,web,moderate,True,False
USER_00176,b5199a1fe09ec4a4,appliance_repair,intermediate,18,urban,te,[np.str_('ta')],2025-04-18T18:57:17.115845,4,48,34,night,web,poor,True,False
USER_00177,e9a651b091ae4afd,homestay_owner,expert,35,rural,ml,"[np.str_('gu'), np.str_('bn')]",2025-12-11T18:57:17.116073,22,35,6,afternoon,ios,moderate,True,True
USER_00178,0e721f6169269f1f,carpenter,beginner,60,urban,gu,"[np.str_('hi'), np.str_('hi')]",2026-02-05T18:57:17.116303,87,38,44,morning,ios,poor,True,True
USER_00179,462b937a35b8d287,homestay_owner,expert,41,semi-urban,pa,[np.str_('bn')],2025-11-11T18:57:17.116512,83,48,41,morning,android,poor,True,True
USER_00180,1ff19f2757125036,mobile_repair,expert,62,urban,pa,"[np.str_('hi'), np.str_('en')]",2025-11-05T18:57:17.116747,94,8,34,afternoon,android,moderate,True,True
USER_00181,1ce86d527e0a1230,plumber,beginner,39,semi-urban,gu,"[np.str_('gu'), np.str_('ml')]",2025-07-09T18:57:17.117217,99,23,35,morning,ios,good,True,True
USER_00182,26e720856e1bc30b,welder,expert,56,rural,ml,[],2025-12-17T18:57:17.117659,3,45,7,morning,android,poor,True,True
USER_00183,f3f65d32fe2d4d5e,mobile_repair,expert,48,urban,te,[],2025-05-09T18:57:17.117960,47,21,47,night,ios,poor,True,True
USER_00184,7c4e7712a3863628,electrician,expert,25,urban,pa,"[np.str_('en'), np.str_('mr')]",2025-04-24T18:57:17.118830,83,19,52,afternoon,ios,moderate,True,True
USER_00185,aec0355aeab47686,mason,intermediate,46,rural,en,[],2025-11-07T18:57:17.119596,83,30,41,night,web,poor,True,False
USER_00186,31a2f5597a88485d,artisan,advanced,46,semi-urban,te,[],2025-04-28T18:57:17.120053,69,10,47,evening,android,poor,True,False
USER_00187,162f9ea69f4ca9f4,carpenter,expert,23,semi-urban,gu,"[np.str_('hi'), np.str_('en')]",2025-10-25T18:57:17.120497,24,48,37,morning,android,good,True,False
USER_00188,64ababb6ec4297d0,homestay_owner,expert,52,rural,pa,[],2025-06-21T18:57:17.121181,60,17,29,night,android,good,True,True
USER_00189,cea4ffb09b46825b,carpenter,advanced,30,urban,bn,[np.str_('en')],2025-09-11T18:57:17.121991,73,25,9,morning,web,poor,True,False
USER_00190,bfa85a9fc1dbabd2,mason,intermediate,38,urban,gu,[],2025-07-26T18:57:17.122479,31,43,8,morning,ios,moderate,True,True
USER_00191,1f6337ce3d6e3c7b,appliance_repair,intermediate,43,rural,te,[],2025-06-14T18:57:17.123468,44,3,39,afternoon,web,moderate,True,True
USER_00192,e435620de090f894,appliance_repair,expert,55,rural,gu,[],2025-03-02T18:57:17.123986,27,24,47,afternoon,android,good,True,True
USER_00193,a41074f2f34a9322,artisan,expert,22,rural,pa,[np.str_('ta')],2025-05-23T18:57:17.124615,71,8,26,night,android,moderate,True,False
USER_00194,43c6f6e6dcab5923,farmer,advanced,39,semi-urban,ml,[],2025-05-20T18:57:17.125010,7,44,54,morning,ios,good,True,False
USER_00195,c9c11d77c85880d7,artisan,expert,29,rural,kn,[],2025-03-20T18:57:17.125420,92,10,30,evening,ios,poor,True,True
USER_00196,80ed69cf0a7d6b00,electrician,beginner,44,semi-urban,te,"[np.str_('ml'), np.str_('kn')]",2025-11-22T18:57:17.125955,5,28,18,afternoon,web,good,True,False
USER_00197,1260eeb4049a05e3,appliance_repair,expert,24,urban,hi,[],2025-12-25T18:57:17.126360,51,11,40,evening,android,moderate,True,True
USER_00198,bebc55ca2927e1bf,plumber,intermediate,28,rural,ta,[np.str_('bn')],2025-05-19T18:57:17.126634,45,25,26,afternoon,ios,moderate,True,True
USER_00199,7b17a91305e5013e,plumber,intermediate,55,rural,en,"[np.str_('mr'), np.str_('mr')]",2025-11-19T18:57:17.126916,5,18,56,morning,web,poor,True,True
USER_00200,dfaed019a1a7cbfa,carpenter,beginner,56,semi-urban,pa,"[np.str_('pa'), np.str_('mr')]",2025-10-25T18:57:17.127195,73,28,15,afternoon,web,moderate,True,True
USER_00201,1b1ad1568e9d1967,electrician,beginner,38,urban,gu,"[np.str_('te'), np.str_('en')]",2026-02-09T18:57:17.127442,3,37,56,morning,android,moderate,True,True
USER_00202,e7e53b3bb7836c11,carpenter,intermediate,31,semi-urban,en,[np.str_('pa')],2025-09-07T18:57:17.127661,31,25,30,evening,web,good,True,True
USER_00203,14df6a3b6f52764d,homestay_owner,advanced,49,rural,hi,[],2025-03-27T18:57:17.127854,92,33,46,night,android,moderate,True,True
USER_00204,ec834906db5335d4,appliance_repair,beginner,34,rural,te,[],2025-07-28T18:57:17.128046,90,24,19,afternoon,web,poor,True,False
USER_00205,3fa070af209c335f,welder,advanced,51,urban,kn,[],2025-05-27T18:57:17.128238,15,9,8,evening,ios,moderate,True,True
USER_00206,5f7553a07cef7fa6,homestay_owner,intermediate,22,rural,en,[np.str_('te')],2025-06-21T18:57:17.128465,8,32,5,evening,ios,moderate,True,True
USER_00207,6b03c22b6e559f6e,mason,advanced,22,rural,gu,[],2025-08-19T18:57:17.128657,5,37,8,night,web,moderate,True,True
USER_00208,872a236f2e746f7e,mobile_repair,intermediate,63,urban,pa,"[np.str_('ml'), np.str_('bn')]",2025-11-30T18:57:17.128887,5,39,29,night,ios,moderate,True,False
USER_00209,d8b0825e965f47f2,electrician,expert,19,urban,bn,"[np.str_('bn'), np.str_('bn')]",2025-11-26T18:57:17.129116,92,11,18,night,web,poor,True,True
USER_00210,b9a2cad84454650d,electrician,beginner,39,urban,kn,[np.str_('kn')],2025-02-21T18:57:17.129326,57,11,55,afternoon,web,moderate,True,False
USER_00211,2f9ad9b6c456f1de,mobile_repair,beginner,24,semi-urban,pa,"[np.str_('mr'), np.str_('mr')]",2025-11-15T18:57:17.129554,74,9,24,afternoon,ios,moderate,True,False
USER_00212,c51ef22bf27fd28c,farmer,expert,26,semi-urban,gu,"[np.str_('bn'), np.str_('hi')]",2025-05-14T18:57:17.129803,1,11,23,morning,ios,poor,True,True
USER_00213,8f2186b5d329f34f,mason,expert,44,urban,kn,[],2025-03-26T18:57:17.129996,87,24,18,night,web,poor,True,True
USER_00214,48f0035a2929749e,carpenter,intermediate,37,rural,ta,[np.str_('gu')],2026-01-04T18:57:17.130205,51,42,29,afternoon,ios,moderate,True,True
USER_00215,65290eeff849d506,homestay_owner,beginner,20,urban,hi,[],2025-05-19T18:57:17.130397,75,16,41,evening,ios,moderate,True,True
USER_00216,fc44dc864d3cbd95,plumber,intermediate,43,urban,ta,"[np.str_('bn'), np.str_('mr')]",2025-03-29T18:57:17.130623,83,8,22,afternoon,ios,poor,True,False
USER_00217,a19959e1de05e604,farmer,expert,54,rural,en,"[np.str_('ml'), np.str_('ta')]",2025-12-02T18:57:17.130855,20,47,13,night,android,poor,True,True
USER_00218,081fb603e1fb39a0,carpenter,beginner,19,rural,en,[np.str_('te')],2025-08-12T18:57:17.131071,65,38,38,morning,ios,poor,True,False
USER_00219,bccc1af8885752e7,welder,expert,64,semi-urban,gu,"[np.str_('ml'), np.str_('ml')]",2025-10-09T18:57:17.131299,48,48,21,night,web,good,True,False
USER_00220,31d65b96ef102d14,appliance_repair,intermediate,19,urban,pa,[np.str_('bn')],2025-07-19T18:57:17.131510,33,31,40,morning,web,poor,True,False
USER_00221,928bcc2c7c0f7b7a,mason,expert,26,semi-urban,ta,[],2025-11-21T18:57:17.131701,10,2,18,morning,ios,good,True,True
USER_00222,626ced5665b2c253,mason,advanced,54,semi-urban,gu,[np.str_('gu')],2025-10-11T18:57:17.131913,79,30,14,evening,ios,moderate,True,False
USER_00223,43cbaacaa60b87ec,homestay_owner,expert,52,semi-urban,te,"[np.str_('te'), np.str_('gu')]",2025-06-01T18:57:17.132145,35,13,47,evening,android,moderate,True,False
USER_00224,174966d7646bd8e5,homestay_owner,intermediate,35,urban,bn,[],2025-12-19T18:57:17.132337,51,0,48,evening,ios,good,True,True
USER_00225,24b20dc29976dacb,welder,intermediate,34,urban,mr,[],2025-11-15T18:57:17.132526,99,25,40,night,web,good,True,True
USER_00226,a2edac66ec2a5a41,farmer,advanced,55,semi-urban,bn,[],2025-05-10T18:57:17.132717,82,38,55,morning,web,moderate,True,False
USER_00227,304d18fad73a8a9d,carpenter,beginner,53,urban,te,"[np.str_('mr'), np.str_('gu')]",2025-04-15T18:57:17.132944,40,39,11,morning,android,poor,True,True
USER_00228,d2073b5116dcaa60,electrician,advanced,28,semi-urban,pa,"[np.str_('hi'), np.str_('pa')]",2025-07-06T18:57:17.133177,42,24,59,night,android,good,True,True
USER_00229,9bde70dad050dbfb,electrician,advanced,64,semi-urban,kn,[],2025-12-06T18:57:17.133372,68,24,34,morning,android,poor,True,False
USER_00230,f169523609f13b80,mobile_repair,expert,54,semi-urban,gu,[np.str_('kn')],2025-08-13T18:57:17.133584,57,2,12,morning,web,moderate,True,True
USER_00231,04f44466e9cd63bc,farmer,intermediate,55,rural,te,"[np.str_('gu'), np.str_('ta')]",2025-06-04T18:57:17.134258,88,36,26,afternoon,android,poor,True,True
USER_00232,2b179f0008ca5d20,electrician,intermediate,51,urban,gu,[],2026-01-18T18:57:17.135027,6,34,34,night,ios,poor,True,False
USER_00233,2dba8a8f2a9424e5,mobile_repair,expert,18,semi-urban,ml,"[np.str_('pa'), np.str_('ml')]",2025-09-09T18:57:17.137038,11,5,13,afternoon,ios,moderate,True,False
USER_00234,4fbe308e5df50063,plumber,expert,34,urban,te,"[np.str_('te'), np.str_('mr')]",2025-11-28T18:57:17.137727,17,29,24,morning,ios,poor,True,False
USER_00235,163ef47fd16f5517,artisan,advanced,28,urban,te,[np.str_('te')],2026-01-16T18:57:17.138060,19,48,22,night,ios,good,True,True
USER_00236,a897225f161adb05,electrician,beginner,39,semi-urban,te,[np.str_('bn')],2025-07-12T18:57:17.138695,59,3,11,afternoon,ios,poor,True,False
USER_00237,3ab7b05b49d33005,welder,intermediate,36,urban,mr,"[np.str_('pa'), np.str_('ta')]",2025-04-19T18:57:17.139247,31,43,21,afternoon,web,good,True,False
USER_00238,221cae7a480f4a59,mobile_repair,expert,44,rural,mr,"[np.str_('gu'), np.str_('en')]",2025-08-27T18:57:17.139536,7,34,39,afternoon,android,moderate,True,True
USER_00239,84e7437ab4f3fde8,appliance_repair,intermediate,60,urban,hi,[],2025-10-20T18:57:17.139737,47,49,54,afternoon,web,good,True,True
USER_00240,62056e61adbf1ae1,farmer,expert,62,rural,ta,"[np.str_('gu'), np.str_('hi')]",2025-11-27T18:57:17.140244,31,26,7,night,web,good,True,True
USER_00241,f67faa7c70620cf5,carpenter,expert,39,urban,gu,"[np.str_('te'), np.str_('bn')]",2025-04-26T18:57:17.140483,63,6,55,evening,android,moderate,True,False
USER_00242,2ede14b615de4256,mason,intermediate,45,rural,te,[],2025-11-13T18:57:17.140689,45,13,26,morning,ios,good,True,False
USER_00243,3939ff3966f4797e,mobile_repair,advanced,23,urban,ml,[],2025-07-18T18:57:17.141126,16,34,51,afternoon,web,poor,True,False
USER_00244,048c640b2b62598a,homestay_owner,advanced,59,semi-urban,ta,[np.str_('te')],2026-01-25T18:57:17.141610,58,41,7,evening,android,good,True,True
USER_00245,bf5c1d8c2ce028c1,electrician,intermediate,45,semi-urban,mr,[],2025-06-05T18:57:17.141823,58,32,12,night,android,moderate,True,False
USER_00246,ca96fecdb9ea86be,homestay_owner,advanced,37,rural,pa,[np.str_('ta')],2025-02-15T18:57:17.142046,50,39,43,morning,web,poor,True,False
USER_00247,b123f164e71a490c,mason,advanced,19,semi-urban,gu,"[np.str_('ta'), np.str_('kn')]",2025-08-18T18:57:17.142285,69,6,49,night,web,good,True,True
USER_00248,1252b9355aa1ca96,mason,intermediate,48,semi-urban,en,[np.str_('pa')],2025-06-14T18:57:17.142502,14,42,29,morning,web,good,True,True
USER_00249,4bc9af062fd6a14b,appliance_repair,beginner,20,urban,pa,[],2025-08-02T18:57:17.142697,11,2,17,evening,ios,moderate,True,False
USER_00250,9c458114e1fbeb1e,welder,expert,31,urban,mr,[np.str_('pa')],2025-10-06T18:57:17.142908,35,7,7,afternoon,android,moderate,True,False
USER_00251,7ee12bf2b865d7dd,welder,beginner,59,urban,en,[np.str_('ml')],2025-05-02T18:57:17.143125,20,20,55,evening,web,good,True,True
USER_00252,eddc0e7c98c35e4d,carpenter,advanced,64,rural,pa,"[np.str_('kn'), np.str_('en')]",2025-12-11T18:57:17.143362,7,6,54,afternoon,ios,poor,True,True
USER_00253,b63243aad97edebc,plumber,beginner,18,semi-urban,pa,[np.str_('mr')],2025-04-05T18:57:17.143575,25,31,6,night,ios,poor,True,True
USER_00254,62d28937b9ffe0d2,plumber,advanced,35,urban,bn,[np.str_('gu')],2025-12-28T18:57:17.143791,38,28,24,night,web,poor,True,True
USER_00255,0cf6f5daa445377a,carpenter,intermediate,50,semi-urban,hi,[],2025-05-10T18:57:17.143983,5,35,48,night,android,poor,True,True
USER_00256,5f79d27590017db9,mason,expert,22,semi-urban,ml,"[np.str_('pa'), np.str_('bn')]",2025-06-27T18:57:17.144211,32,10,19,evening,web,poor,True,True
USER_00257,c895bb90ee1abdea,artisan,expert,21,urban,kn,"[np.str_('pa'), np.str_('mr')]",2025-10-08T18:57:17.144448,75,45,24,evening,android,good,True,True
USER_00258,980b1354dbe20445,electrician,advanced,31,rural,te,[],2025-05-16T18:57:17.144642,13,34,12,afternoon,ios,good,True,True
USER_00259,74a09d5c063e9e67,electrician,expert,45,rural,bn,[],2025-02-18T18:57:17.144833,29,45,40,afternoon,ios,moderate,True,True
USER_00260,9012d17a3634a959,mobile_repair,intermediate,52,urban,ml,[],2025-05-22T18:57:17.145030,3,10,44,night,android,poor,True,False
USER_00261,182f9e550d07390a,artisan,beginner,43,rural,mr,"[np.str_('pa'), np.str_('te')]",2025-12-12T18:57:17.145260,46,24,57,night,ios,poor,True,False
USER_00262,358ff962f2eb89df,carpenter,expert,62,urban,ml,[],2025-05-06T18:57:17.145458,49,37,18,afternoon,web,poor,True,False
USER_00263,9084fd8dbea1ad2a,appliance_repair,intermediate,26,urban,ta,[np.str_('mr')],2025-10-20T18:57:17.145673,1,21,33,night,android,poor,True,False
USER_00264,7fb668a8bb29fede,mason,expert,29,rural,gu,"[np.str_('te'), np.str_('pa')]",2025-07-13T18:57:17.145902,85,9,44,evening,android,good,True,False
USER_00265,e712925df321bb95,carpenter,advanced,23,rural,en,"[np.str_('ml'), np.str_('en')]",2026-01-20T18:57:17.146131,78,49,35,afternoon,android,good,True,True
USER_00266,4d770441ceff2f03,mobile_repair,advanced,63,urban,te,[],2025-06-19T18:57:17.146322,48,13,12,afternoon,android,good,True,False
USER_00267,398ef3dd843b8916,carpenter,intermediate,51,urban,pa,[np.str_('ml')],2025-07-05T18:57:17.146534,99,8,52,morning,android,poor,True,True
USER_00268,9da6edcac2d8a86b,farmer,beginner,24,semi-urban,te,[np.str_('ml')],2025-06-01T18:57:17.146748,40,9,19,evening,ios,moderate,True,True
USER_00269,169638e63a93c40f,homestay_owner,intermediate,52,urban,en,[np.str_('bn')],2025-06-11T18:57:17.146965,8,12,23,afternoon,android,good,True,True
USER_00270,1092ec3eb39ff675,electrician,intermediate,58,urban,hi,"[np.str_('te'), np.str_('ml')]",2025-12-15T18:57:17.147193,53,37,24,night,web,poor,True,True
USER_00271,79e0caca96673a31,appliance_repair,intermediate,23,rural,kn,[],2025-07-19T18:57:17.147384,44,29,16,morning,ios,moderate,True,True
USER_00272,7003893d55bde51a,electrician,expert,52,rural,mr,[],2025-10-08T18:57:17.147580,75,47,52,night,android,moderate,True,False
USER_00273,fae30613f8f86ce3,mason,intermediate,53,semi-urban,bn,[],2025-05-12T18:57:17.147769,72,49,47,morning,web,poor,True,False
USER_00274,547641c1ed07b9a0,plumber,expert,27,semi-urban,bn,[np.str_('hi')],2025-10-05T18:57:17.147982,16,44,59,evening,ios,moderate,True,True
USER_00275,8152f34bce71322f,mobile_repair,beginner,60,rural,hi,[np.str_('en')],2025-12-30T18:57:17.148194,76,7,19,morning,android,poor,True,True
USER_00276,6dfc1ab36f8ada47,plumber,advanced,46,urban,bn,[],2025-04-20T18:57:17.148390,85,26,48,afternoon,web,good,True,False
USER_00277,aab148a58f72d81d,plumber,advanced,57,semi-urban,en,[],2025-12-13T18:57:17.148580,78,46,22,night,android,moderate,True,True
USER_00278,2275e0c4cce0100b,plumber,expert,25,rural,hi,[],2025-07-06T18:57:17.148793,96,3,16,morning,android,good,True,True
USER_00279,a32fd54520856150,plumber,expert,47,semi-urban,mr,"[np.str_('ml'), np.str_('en')]",2025-12-24T18:57:17.149025,90,8,29,evening,web,moderate,True,True
USER_00280,a2059ab914ec3217,mason,beginner,45,rural,kn,"[np.str_('en'), np.str_('mr')]",2026-01-25T18:57:17.149261,55,11,17,night,web,moderate,True,True
USER_00281,d4c93363a38116f7,mobile_repair,advanced,21,semi-urban,bn,[],2026-01-02T18:57:17.149455,93,42,39,night,android,moderate,True,True
USER_00282,27f5c005a4771399,plumber,intermediate,51,rural,te,"[np.str_('mr'), np.str_('kn')]",2026-01-26T18:57:17.149688,61,47,15,night,web,moderate,True,False
USER_00283,132df484a0171720,electrician,intermediate,57,rural,kn,"[np.str_('hi'), np.str_('bn')]",2025-09-06T18:57:17.149918,63,37,49,night,web,poor,True,False
USER_00284,f18115362b839aec,mason,intermediate,45,semi-urban,te,[],2025-11-05T18:57:17.150111,75,44,31,night,android,moderate,True,False
USER_00285,b264b99eae415c1c,homestay_owner,beginner,23,urban,hi,"[np.str_('ml'), np.str_('mr')]",2025-04-02T18:57:17.150954,37,6,47,night,ios,good,True,True
USER_00286,0fd33415cc45c6fc,artisan,intermediate,25,urban,kn,[np.str_('pa')],2025-08-28T18:57:17.152157,58,40,41,night,android,good,True,False
USER_00287,e5af82d8320a3169,welder,advanced,29,semi-urban,te,[np.str_('bn')],2025-03-30T18:57:17.153274,21,18,52,evening,android,poor,True,True
USER_00288,0ec24adf5d0caf04,appliance_repair,advanced,23,urban,en,"[np.str_('te'), np.str_('gu')]",2025-07-02T18:57:17.153898,10,4,50,night,ios,moderate,True,False
USER_00289,7968b38a67710169,carpenter,advanced,53,semi-urban,te,[],2025-08-06T18:57:17.154369,97,30,13,night,android,good,True,False
USER_00290,9da924f0ceb12f70,artisan,beginner,39,rural,en,[np.str_('bn')],2025-06-09T18:57:17.154794,14,47,15,afternoon,android,moderate,True,False
USER_00291,484d2ae04dc9c65f,artisan,beginner,48,urban,mr,[],2025-09-22T18:57:17.155358,53,42,45,afternoon,web,moderate,True,False
USER_00292,c9e560a37cc13245,artisan,beginner,50,rural,ta,"[np.str_('mr'), np.str_('hi')]",2025-05-18T18:57:17.155837,21,33,48,morning,web,good,True,True
USER_00293,234152f02daf178c,mobile_repair,intermediate,32,semi-urban,mr,[np.str_('ml')],2025-05-30T18:57:17.156265,84,7,22,evening,android,poor,True,True
USER_00294,2ce35662509b1c9f,farmer,advanced,30,semi-urban,te,"[np.str_('kn'), np.str_('bn')]",2025-04-21T18:57:17.156791,58,35,37,morning,ios,moderate,True,True
USER_00295,3c62b4f872926a4b,artisan,advanced,53,rural,kn,"[np.str_('te'), np.str_('en')]",2025-03-02T18:57:17.157209,36,1,30,night,ios,good,True,False
USER_00296,b560233dada9eb03,plumber,intermediate,47,rural,bn,"[np.str_('pa'), np.str_('kn')]",2025-07-26T18:57:17.157506,27,23,35,morning,ios,moderate,True,False
USER_00297,54b587fcc0c68e41,farmer,expert,34,semi-urban,bn,[np.str_('en')],2025-05-05T18:57:17.157737,72,17,17,night,ios,moderate,True,False
USER_00298,95632cfe5d7c976c,appliance_repair,intermediate,62,rural,ta,[np.str_('en')],2025-08-26T18:57:17.157953,29,7,46,night,web,good,True,True
USER_00299,0d82087ced7e2b86,artisan,beginner,25,rural,ta,[],2025-03-18T18:57:17.158148,91,21,35,night,android,moderate,True,False
USER_00300,0cbf5aaea2e03e75,welder,intermediate,30,rural,gu,"[np.str_('gu'), np.str_('pa')]",2025-12-11T18:57:17.158379,84,34,42,afternoon,ios,poor,True,True
USER_00301,90f91ec370437411,electrician,intermediate,50,semi-urban,bn,[np.str_('en')],2025-03-08T18:57:17.158590,29,19,36,afternoon,ios,moderate,True,False
USER_00302,5f48d5a485b3a820,artisan,expert,25,urban,gu,[np.str_('ta')],2025-12-08T18:57:17.158816,94,14,36,night,web,good,True,False
USER_00303,33d3f0d010691492,artisan,advanced,52,rural,hi,"[np.str_('te'), np.str_('ml')]",2025-09-04T18:57:17.159051,68,14,5,night,web,good,True,True
USER_00304,378ab72bba0a62ef,mason,expert,20,semi-urban,en,"[np.str_('ml'), np.str_('ml')]",2025-10-31T18:57:17.159281,32,24,45,morning,ios,poor,True,False
USER_00305,8b082d45e3c3624f,artisan,intermediate,28,rural,hi,"[np.str_('mr'), np.str_('ml')]",2025-03-04T18:57:17.159510,47,33,8,evening,ios,poor,True,True
USER_00306,86272112941d6111,carpenter,advanced,63,urban,hi,"[np.str_('en'), np.str_('gu')]",2025-03-26T18:57:17.159739,93,0,31,morning,android,moderate,True,True
USER_00307,ade03b0aec916576,homestay_owner,expert,32,semi-urban,ta,[],2025-12-09T18:57:17.159934,72,44,42,afternoon,android,poor,True,False
USER_00308,2ffa8b832b0532db,homestay_owner,beginner,63,rural,bn,[np.str_('gu')],2025-11-29T18:57:17.160152,73,27,11,morning,android,poor,True,True
USER_00309,819bd4c81d8273f5,electrician,expert,43,urban,ml,"[np.str_('hi'), np.str_('pa')]",2025-10-22T18:57:17.160382,68,28,44,night,android,poor,True,False
USER_00310,1cac70ce7f67adee,homestay_owner,intermediate,20,rural,hi,"[np.str_('te'), np.str_('kn')]",2025-11-29T18:57:17.160609,64,38,35,afternoon,ios,poor,True,False
USER_00311,58136ba842ba4dd7,mason,expert,20,urban,gu,"[np.str_('ml'), np.str_('te')]",2026-01-09T18:57:17.160836,12,18,55,night,android,good,True,True
USER_00312,36f9bb367016ee7d,artisan,intermediate,45,semi-urban,kn,"[np.str_('kn'), np.str_('hi')]",2025-06-14T18:57:17.161067,25,49,6,afternoon,web,moderate,True,True
USER_00313,977a00c0183e2672,appliance_repair,expert,47,semi-urban,hi,[np.str_('mr')],2025-06-04T18:57:17.161281,41,47,51,afternoon,web,poor,True,True
USER_00314,c4daee2e39a3e7d9,homestay_owner,beginner,44,rural,ta,"[np.str_('en'), np.str_('en')]",2025-03-25T18:57:17.161511,35,12,44,afternoon,android,poor,True,True
USER_00315,43904b7417f15276,artisan,intermediate,61,semi-urban,bn,[],2025-05-14T18:57:17.161703,93,9,46,afternoon,ios,poor,True,True
USER_00316,5e494b24c73e4baa,welder,advanced,64,rural,kn,"[np.str_('gu'), np.str_('bn')]",2025-10-21T18:57:17.161929,33,32,20,afternoon,ios,poor,True,True
USER_00317,80d9aaefbd79b000,plumber,advanced,27,semi-urban,ml,[np.str_('ml')],2026-02-06T18:57:17.162138,38,24,40,afternoon,web,good,True,True
USER_00318,a632bb76a484216f,plumber,expert,27,rural,bn,[np.str_('ta')],2025-08-10T18:57:17.162352,72,26,54,morning,ios,good,True,True
USER_00319,00346717be3f408f,plumber,intermediate,56,semi-urban,kn,"[np.str_('bn'), np.str_('en')]",2025-06-21T18:57:17.162579,42,13,49,morning,web,good,True,False
USER_00320,4234a9742893fd64,farmer,expert,28,semi-urban,te,[],2025-07-19T18:57:17.162769,43,39,45,afternoon,web,moderate,True,False
USER_00321,93d15bc8436d09b4,electrician,expert,35,urban,kn,"[np.str_('ml'), np.str_('en')]",2025-04-15T18:57:17.162994,17,19,17,evening,ios,good,True,False
USER_00322,6f1405d3995f5945,plumber,expert,52,rural,mr,[np.str_('ml')],2025-07-28T18:57:17.163207,28,9,39,evening,android,good,True,True
USER_00323,012461bce9afb204,farmer,expert,46,rural,pa,"[np.str_('mr'), np.str_('bn')]",2025-06-21T18:57:17.163435,2,6,51,afternoon,web,good,True,False
USER_00324,cd8c97beaea85e1d,electrician,beginner,18,urban,pa,"[np.str_('bn'), np.str_('bn')]",2025-05-25T18:57:17.163675,76,10,54,evening,android,good,True,False
USER_00325,8cef84b303d052b5,welder,expert,50,urban,te,"[np.str_('mr'), np.str_('pa')]",2025-08-02T18:57:17.163903,45,43,24,night,ios,poor,True,True
USER_00326,f0cc50ace651fd70,homestay_owner,beginner,20,urban,en,[np.str_('pa')],2025-10-09T18:57:17.164115,31,0,37,night,web,moderate,True,True
USER_00327,8a79018053427e93,carpenter,beginner,26,rural,mr,[],2026-01-14T18:57:17.164305,34,27,46,evening,ios,poor,True,False
USER_00328,08da8d9ad4ad6f32,carpenter,expert,41,rural,pa,[],2025-03-14T18:57:17.164493,69,21,41,morning,ios,moderate,True,False
USER_00329,76032536b60cd4a6,mason,beginner,38,rural,te,[],2025-11-28T18:57:17.164685,10,22,7,night,android,moderate,True,False
USER_00330,5ea75cafa032de67,artisan,advanced,21,rural,ml,[],2025-06-09T18:57:17.164875,18,15,33,morning,android,good,True,False
USER_00331,3af4efb4f058786c,mason,beginner,38,urban,en,[np.str_('bn')],2025-11-03T18:57:17.165082,35,7,35,morning,ios,poor,True,False
USER_00332,a5d16484a372878a,appliance_repair,intermediate,31,urban,mr,[],2025-03-01T18:57:17.165277,16,40,51,evening,android,moderate,True,True
USER_00333,8d675564361b994d,mobile_repair,beginner,22,urban,mr,[np.str_('pa')],2025-03-16T18:57:17.165486,98,41,12,afternoon,ios,moderate,True,True
USER_00334,6f8340a861ec4458,welder,advanced,60,rural,en,"[np.str_('kn'), np.str_('hi')]",2025-06-02T18:57:17.165714,81,38,48,afternoon,android,poor,True,False
USER_00335,33c767a5587a4c07,appliance_repair,expert,35,semi-urban,kn,"[np.str_('kn'), np.str_('te')]",2025-10-24T18:57:17.165945,28,19,13,night,ios,moderate,True,False
USER_00336,45d1d2d436c2f4b2,farmer,advanced,50,urban,kn,"[np.str_('en'), np.str_('mr')]",2025-12-23T18:57:17.166171,55,8,43,evening,web,poor,True,True
USER_00337,8f6ac5de544e4a18,mobile_repair,expert,47,semi-urban,kn,[],2025-07-07T18:57:17.166360,94,25,23,afternoon,android,good,True,False
USER_00338,99e1750ca881067a,appliance_repair,advanced,64,rural,ml,"[np.str_('gu'), np.str_('hi')]",2025-05-28T18:57:17.166584,42,9,51,night,android,moderate,True,True
USER_00339,8a37ca20cfcae508,plumber,beginner,31,rural,ta,[np.str_('hi')],2025-08-03T18:57:17.166801,75,14,37,night,android,poor,True,False
USER_00340,15ac9bb4bc064d12,plumber,intermediate,20,semi-urban,kn,[],2025-08-07T18:57:17.167440,94,3,10,night,ios,poor,True,True
USER_00341,b1dd865ebf987333,appliance_repair,beginner,63,urban,gu,[],2025-04-04T18:57:17.167710,49,29,20,morning,android,good,True,True
